#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
1360.17,1350.21,1329.79,1319.83
1373.98,1346.51,1333.49,1306.02
1368.67,1342.99,1337.01,1311.33
1367.21,1342.29,1337.71,1312.79
1370.40,1342.44,1337.56,1309.60
1357.61,1347.32,1332.68,1322.39
1357.51,1343.46,1336.54,1322.49
1347.85,1343.23,1336.77,1332.15
1339.41,1346.26,1333.74,1340.59
1336.52,1346.26,1333.74,1343.48
1331.33,1346.90,1333.10,1348.67
1318.11,1349.58,1330.42,1361.89
1322.74,1348.51,1331.49,1357.26
1313.47,1355.18,1324.82,1366.53
1320.49,1352.38,1327.62,1359.51
1321.85,1353.54,1326.46,1358.15
1321.13,1355.08,1324.92,1358.87
1329.16,1355.32,1324.68,1350.84
1335.41,1350.34,1329.66,1344.59
1340.63,1349.16,1330.84,1339.37
1351.03,1346.62,1333.38,1328.97
1355.17,1343.75,1336.25,1324.83
1357.12,1342.73,1337.27,1322.88
1366.30,1342.31,1337.69,1313.70
1359.22,1343.96,1336.04,1320.78
1367.52,1343.58,1336.42,1312.48
1360.36,1349.13,1330.87,1319.64
1358.38,1350.72,1329.28,1321.62
1349.04,1343.79,1336.21,1330.96
1341.46,1343.41,1336.59,1338.54
1331.69,1346.41,1333.59,1348.31
1326.96,1349.62,1330.38,1353.04
1315.22,1351.11,1328.89,1364.78
1319.06,1349.43,1330.57,1360.94
1319.95,1348.88,1331.12,1360.05
1313.35,1352.27,1327.73,1366.65
1322.40,1353.76,1326.24,1357.60
1323.87,1351.15,1328.85,1356.13
1333.23,1350.56,1329.44,1346.77
1338.92,1352.72,1327.28,1341.08
1344.81,1349.72,1330.28,1335.19
1350.34,1349.13,1330.87,1329.66
1358.54,1349.78,1330.22,1321.46
1354.41,1349.81,1330.19,1325.59
1362.53,1347.26,1332.74,1317.47
1355.28,1346.54,1333.46,1324.72
1354.72,1346.94,1333.06,1325.28
1353.35,1342.41,1337.59,1326.65
1349.96,1344.95,1335.05,1330.04
1350.68,1343.00,1337.00,1329.32
1345.44,1344.46,1335.54,1334.56
1339.74,1346.22,1333.78,1340.26
1337.92,1346.10,1333.90,1342.08
1334.18,1346.67,1333.33,1345.82
1325.65,1350.54,1329.46,1354.35
1330.59,1350.05,1329.95,1349.41
1321.61,1349.00,1331.00,1358.39
1325.19,1350.97,1329.03,1354.81
1324.65,1350.03,1329.97,1355.35
1324.43,1348.79,1331.21,1355.57
1328.33,1347.56,1332.44,1351.67
1331.77,1347.54,1332.46,1348.23
1335.25,1344.87,1335.13,1344.75
1334.56,1334.85,1345.15,1345.44
1336.43,1329.36,1350.64,1343.57
1359.34,1319.68,1360.32,1320.66
1361.03,1309.90,1370.10,1318.97
1332.83,1309.66,1370.34,1347.17
1340.06,1318.98,1361.02,1339.94
1339.45,1330.72,1349.28,1340.55
1339.50,1336.54,1343.46,1340.50
1335.71,1347.94,1332.06,1344.29
1337.35,1356.20,1323.80,1342.65
1338.56,1369.25,1310.75,1341.44
1340.46,1358.52,1321.48,1339.54
1338.03,1349.80,1330.20,1341.97
1336.09,1329.16,1350.84,1343.91
1337.79,1327.11,1352.89,1342.21
1337.08,1329.31,1350.69,1342.92
1340.24,1338.27,1341.73,1339.76
1339.05,1344.54,1335.46,1340.95
1337.81,1347.60,1332.40,1342.19
1337.13,1346.01,1333.99,1342.87
1339.65,1335.93,1344.07,1340.35
1337.76,1336.49,1343.51,1342.24
1338.34,1336.69,1343.31,1341.66
1338.97,1338.43,1341.57,1341.03
1337.72,1338.24,1341.76,1342.28
1338.97,1338.10,1341.90,1341.03
1337.71,1340.57,1339.43,1342.29
1338.94,1339.32,1340.68,1341.06
1337.69,1340.56,1339.44,1342.31
1338.93,1340.59,1339.41,1341.07
1338.33,1341.35,1338.65,1341.67
1337.69,1342.00,1338.00,1342.31
1338.93,1340.89,1339.11,1341.07
1337.68,1342.19,1337.81,1342.32
1338.26,1341.73,1338.27,1341.74
1338.25,1341.79,1338.21,1341.75
1338.25,1341.95,1338.05,1341.75
1338.24,1341.98,1338.02,1341.76
1338.23,1342.11,1337.89,1341.77
1338.23,1342.17,1337.83,1341.77
1338.22,1342.30,1337.70,1341.78
1338.21,1341.09,1338.91,1341.79
1338.21,1341.09,1338.91,1341.79
1338.20,1341.10,1338.90,1341.80
1338.19,1341.10,1338.90,1341.81
1338.18,1341.11,1338.89,1341.82
1338.18,1341.11,1338.89,1341.82
1337.52,1341.77,1338.23,1342.48
